Opentrons 温度模块,Opentrons Temperature Module,opentrons_temperature_module_usb_backend,opentrons_temperature_module_usb_backend,6,16,auto-deactivate|auto-get_current_temperature|auto-serial|auto-serialize|auto-set_temperature|auto-supports_active_cooling,Opentrons 温度模块是一种用于实验室自动化平台的温控附件，可对样品板或其他小型实验容器进行加热或冷却并维持设定温度，常用于样品孵育、试剂保冷及温度敏感实验流程。,"The Opentrons Temperature Module is a temperature-control accessory for laboratory automation platforms. It heats or cools microplates or other small lab containers and maintains a set temperature for sample incubation, reagent cooling, and other temperature-sensitive workflows.",微孔板温控模块,备料&前处理设备|实验执行&合成设备|生命体系|实验室自动化与仪器集成|外接设备恒温控制|微孔板样品孵育与混匀|微孔板温控模块
Opentrons PCR热循环仪,Opentrons Thermocycler,opentrons_thermocycler_backend,opentrons_thermocycler_backend,20,30,auto-close_lid|auto-deactivate_block|auto-deactivate_lid|auto-get_block_current_temperature|auto-get_block_status|auto-get_block_target_temperature|auto-get_current_cycle_index|auto-get_current_step_index|auto-get_hold_time|auto-get_lid_current_temperature|auto-get_lid_open|auto-get_lid_status|auto-get_lid_target_temperature|auto-get_total_cycle_count|auto-get_total_step_count|auto-open_lid|auto-run_protocol|auto-serialize|auto-set_block_temperature|auto-set_lid_temperature,用于PCR等热循环实验的台式热循环仪模块，配有可开合的加热盖和可精确控温的样品块，可按预设程序执行多步升降温循环。常用于DNA扩增、酶反应孵育和分子生物学样品热处理。,"A benchtop thermocycler module for PCR and other thermal cycling workflows, featuring an openable heated lid and a temperature-controlled sample block. It runs programmed multi-step temperature profiles for DNA amplification, enzymatic incubations, and molecular biology sample heating.",普通PCR仪,实验执行&合成设备|生命体系|实验室自动化与仪器集成|基因编辑、分子生物学与育种|普通PCR仪
Opentrons GEN-1/GEN-2 PCR热循环仪,Opentrons GEN-1/GEN-2 Thermocycler,opentrons_thermocycler_usb_backend,opentrons_thermocycler_usb_backend,25,39,auto-close_lid|auto-deactivate_block|auto-deactivate_lid|auto-get_block_current_temperature|auto-get_block_status|auto-get_block_target_temperature|auto-get_current_cycle_index|auto-get_current_step_index|auto-get_device_info|auto-get_hold_time|auto-get_lid_current_temperature|auto-get_lid_open|auto-get_lid_status|auto-get_lid_target_temperature|auto-get_total_cycle_count|auto-get_total_step_count|auto-jog_lid|auto-lift_plate|auto-open_lid|auto-run_protocol|auto-set_block_temperature|auto-set_lid_temperature|auto-set_ramp_rate|auto-setup|auto-stop,一款用于PCR扩增的实验室热循环仪，配有可精确控温的样品块和加热上盖，可对PCR板中的样品执行变性、退火和延伸等温度循环步骤，适用于自动化分子生物学实验流程。,"A laboratory thermocycler for PCR amplification, featuring a precisely controlled sample block and a heated lid. It performs denaturation, annealing, and extension temperature cycles on PCR plates and is suited for automated molecular biology workflows.",普通PCR仪,实验执行&合成设备|生命体系|实验室自动化与仪器集成|基因编辑、分子生物学与育种|普通PCR仪
微孔板揭膜机,Microplate Peeler,peeler,peeler,2,9,auto-peel|auto-restart,用于自动剥离微孔板顶部封膜或粘性封板膜的实验室设备，常用于样品处理和自动化工作流中，在后续移液、读板或分析前打开微孔板。,"A laboratory device used to automatically remove sealing films or adhesive seals from microplates. It is commonly used in sample-processing and automated workflows to open plates before pipetting, plate reading, or analysis.",撕膜仪,备料&前处理设备|生命体系|实验室自动化与仪器集成|移液站产品|撕膜仪|微孔板揭膜与开板
多功能酶标仪,Microplate Reader,plate_reader,plate_reader,8,15,auto-assign_child_resource|auto-close|auto-get_plate|auto-open|auto-read_absorbance|auto-read_fluorescence|auto-read_luminescence|auto-serialize,用于读取微孔板中各孔的吸光度、荧光和发光信号的实验仪器，常用于生化分析、细胞实验和板式检测流程。,"An instrument used to read absorbance, fluorescence, and luminescence signals from wells in a microplate, commonly used for biochemical assays, cell-based experiments, and plate-based analytical workflows.",酶标仪,表征设备|生命体系|智慧表征与检测中心|微孔板检测与高通量筛选|细胞生物学研究|酶标仪
PTC PCR热循环仪,PTC PCR Thermal Cycler,ptc,ptc,19,29,auto-cancel|auto-clearbesr|auto-close|auto-erase|auto-execute|auto-folders|auto-geterrors|auto-getlidstatus|auto-getstatus|auto-gettemp|auto-lidclose|auto-lidopen|auto-program|auto-programs|auto-run|auto-setdebug|auto-setlidforce|auto-update|auto-version,用于PCR温度循环实验的热循环仪，可读取温度与运行状态，控制热盖开合与压力，并管理、运行和删除仪器中的程序。,"A PCR thermal cycler used for temperature cycling experiments. It can report temperature and run status, control heated-lid open/close and lid force, and manage, run, and delete onboard programs.",普通PCR仪,实验执行&合成设备|生命体系|基因编辑、分子生物学与育种|普通PCR仪
SCILA抽屉式培养存储装置,SCILA drawer-based incubation/storage unit,scila_backend,scila_backend,14,29,auto-deserialize|auto-is_temperature_control_enabled|auto-measure_temperature|auto-request_co2_flow_status|auto-request_drawer_status|auto-request_drawer_statuses|auto-request_liquid_level|auto-request_status|auto-request_target_temperature|auto-request_temperature_information|auto-request_valve_status|auto-serialize|auto-start_temperature_control|auto-stop_temperature_control,一种带抽屉访问的实验室环境控制装置，可用于样品或微孔板的培养或受控存储。该设备支持温度控制，并可查询液位、温度、CO₂流量、阀门以及抽屉状态。,"A drawer-based laboratory environmental control unit for incubating or storing samples or microplates under controlled conditions. It supports temperature control and can report liquid level, temperature, CO2 flow, valve status, and drawer status.",微孔板自动培养存储系统|气候箱,器件/细胞设备|生命体系|环境控制与稳定性测试|细胞生物学研究|气候箱培养与稳定性试验|微孔板自动培养存储系统|气候箱
微孔板封膜机,Microplate Sealer,sealer,sealer,5,12,auto-close|auto-get_temperature|auto-open|auto-seal|auto-set_temperature,用于实验室自动化中对微孔板进行封膜的设备，可执行封膜、开合机构控制，以及温度设置与读取。,"A laboratory automation device for sealing microplates. It supports sealing, opening and closing the mechanism, and setting or reading the temperature.",封膜仪,实验执行&合成设备|后处理设备|生命体系|实验室自动化与仪器集成|移液站产品|封膜仪|微孔板封膜与样品保护
BLE到LSL数据流组件,BLE-to-LSL Streamer,streamer,streamer,9,37,auto-address|auto-backend|auto-connect|auto-disconnect|auto-make_chunk|auto-send_command|auto-start|auto-stop|auto-subscriptions,这是一个非物理的软件组件，用于连接蓝牙低功耗（BLE）设备，订阅其通知数据，将收到的样本整理为数据块并发布到 Lab Streaming Layer（LSL）输出流中，供实验中的实时采集、同步和显示使用。,"This is a non-physical software component that connects to a Bluetooth Low Energy (BLE) device, subscribes to its notifications, organizes incoming samples into chunks, and publishes them to a Lab Streaming Layer (LSL) outlet for real-time acquisition, synchronization, and visualization in experiments.",蓝牙流式采集设备|实验数据流传输器,表征设备|生命体系|实验室自动化与仪器集成|脑机接口与生理电信号采集|实验仪器数据采集与联机控制|蓝牙流式采集设备|实验数据流传输器
OpenBCI 生物电采集板（LSL流输出）,OpenBCI biosignal acquisition board with LSL streaming,streamer_lsl,streamer_lsl,10,17,auto-begin|auto-change_locations|auto-cleanUp|auto-create_lsl|auto-init_board_settings|auto-initialize_board|auto-send|auto-set_board_settings|auto-start_streaming|auto-stop_streaming,用于初始化和控制 OpenBCI 生物电采集板，并将采集到的多通道数据通过 Lab Streaming Layer（LSL）发布。代码证据显示其可进行串口板卡初始化、默认通道配置、菊花链接入设置、开始/停止采集以及通道位置信息管理，适合脑电等生理信号实验的数据采集与实时流传输。,"Used to initialize and control an OpenBCI biosignal acquisition board and publish multichannel data through Lab Streaming Layer (LSL). The evidence shows serial board initialization, default channel configuration, daisy-module handling, start/stop acquisition, and channel location metadata management, making it suitable for EEG and related biosignal experiments with real-time streaming.",生物电信号采集板|实验数据流传输器,表征设备|生命体系|实验室自动化与仪器集成|脑机接口与生理电信号采集|实验仪器数据采集与联机控制|生物电信号采集板|实验数据流传输器
ProFlex PCR热循环仪,ProFlex PCR Thermocycler,thermo_fisher_thermocycler_backend,thermo_fisher_thermocycler_backend,47,75,auto-abort_run|auto-block_ramp_single_temp|auto-buzzer_off|auto-buzzer_on|auto-check_run_exists|auto-continue_run|auto-create_run|auto-deactivate_block|auto-deactivate_lid|auto-get_block_current_temperature|auto-get_block_id|auto-get_block_presence|auto-get_block_status|auto-get_block_target_temperature|auto-get_current_cycle_index|auto-get_current_step_index|auto-get_elapsed_run_time|auto-get_elapsed_run_time_from_log|auto-get_error|auto-get_estimated_run_time|auto-get_hold_time|auto-get_lid_current_temperature|auto-get_lid_open|auto-get_lid_status|auto-get_lid_target_temperature|auto-get_log_by_runname|auto-get_nickname|auto-get_remaining_run_time|auto-get_run_info|auto-get_run_name|auto-get_sample_temps|auto-get_total_cycle_count|auto-get_total_step_count|auto-is_block_running|auto-num_blocks|auto-power_off|auto-power_on|auto-run_protocol|auto-send_command|auto-send_morse_code|auto-set_block_idle_temp|auto-set_block_temperature|auto-set_cover_idle_temp|auto-set_lid_temperature|auto-set_nickname|auto-setup|auto-stop,用于PCR热循环实验的热循环仪，可控制反应模块与热盖温度、运行或中止扩增程序，并查询运行状态、步骤、时间和日志等信息。,"A thermocycler for PCR workflows that controls block and heated-lid temperatures, runs or aborts amplification protocols, and reports run status, steps, timing, and log information.",普通PCR仪,实验执行&合成设备|生命体系|基因编辑、分子生物学与育种|普通PCR仪
热循环仪,Thermocycler,thermocycler,thermocycler,25,32,auto-close_lid|auto-deactivate_block|auto-deactivate_lid|auto-get_block_current_temperature|auto-get_block_status|auto-get_block_target_temperature|auto-get_current_cycle_index|auto-get_current_step_index|auto-get_hold_time|auto-get_lid_current_temperature|auto-get_lid_open|auto-get_lid_status|auto-get_lid_target_temperature|auto-get_total_cycle_count|auto-get_total_step_count|auto-is_profile_running|auto-open_lid|auto-run_pcr_profile|auto-run_protocol|auto-serialize|auto-set_block_temperature|auto-set_lid_temperature|auto-wait_for_block|auto-wait_for_lid|auto-wait_for_profile_completion,用于 PCR 等热循环实验的通用热循环仪，支持加热块与热盖温度控制、开合盖、运行多阶段温控程序，并查询当前温度、循环进度与运行状态。,"A generic thermocycler for PCR and other thermal cycling workflows. It supports block and heated-lid temperature control, lid open/close operations, execution of multi-stage temperature protocols, and queries of current temperature, cycle progress, and run status.",普通PCR仪,实验执行&合成设备|生命体系|基因编辑、分子生物学与育种|DNA文库构建测序与蛋白设计|普通PCR仪
热循环仪抽象控制后端,Thermocycler Abstract Backend,thermocycler_backend,thermocycler_backend,19,26,auto-close_lid|auto-deactivate_block|auto-deactivate_lid|auto-get_block_current_temperature|auto-get_block_status|auto-get_block_target_temperature|auto-get_current_cycle_index|auto-get_current_step_index|auto-get_hold_time|auto-get_lid_current_temperature|auto-get_lid_open|auto-get_lid_status|auto-get_lid_target_temperature|auto-get_total_cycle_count|auto-get_total_step_count|auto-open_lid|auto-run_protocol|auto-set_block_temperature|auto-set_lid_temperature,用于热循环仪的非物理软件抽象组件。它定义了开关盖、设置模块与热盖温度、停用加热、执行热循环协议，以及读取温度、盖状态、步骤与循环进度等统一控制接口，供具体热循环仪设备实现使用。,"A non-physical abstract software component for thermocyclers. It defines a unified control interface for opening and closing the lid, setting block and lid temperatures, deactivating heating, running thermocycling protocols, and reading temperatures, lid state, and protocol progress, to be implemented by concrete thermocycler devices.",普通PCR仪,实验执行&合成设备|生命体系|实验室自动化与仪器集成|基因编辑、分子生物学与育种|实验仪器通信与驱动集成|普通PCR仪
UP20超声探头,UP20 Ultrasound Probe,up20,up20,37,55,auto-BulkIn|auto-BulkOut|auto-BulkOutFour|auto-BulkOutLarge|auto-BulkOutTwo|auto-BulkOutTwo512|auto-ControlIn|auto-ControlOut|auto-DLImgs|auto-Init1004|auto-InitArrays|auto-InitOn|auto-InitOneA|auto-InitRegisters|auto-InitSeries10|auto-Read512|auto-StartRun|auto-checkAddress|auto-checkAddressFull|auto-createLoop|auto-createLoopDoppler|auto-fastMotor|auto-freeze|auto-getImages|auto-getImagesDoppler|auto-getRawImages|auto-getUSBImages|auto-initProbe|auto-progIt|auto-readWrite|auto-saveImage|auto-startAcq|auto-startDoppler|auto-startMotor|auto-stopAcq|auto-stopMotor|auto-unfreeze,用于超声成像的USB探头设备，可通过USB控制传输与批量传输进行初始化、寄存器配置、图像采集、冻结/解冻、原始图像读取以及多普勒相关采集控制，适用于实验中的超声观察与数据获取。,"A USB ultrasound probe used for ultrasound imaging. It is controlled through USB control and bulk transfers for initialization, register configuration, image acquisition, freeze/unfreeze operation, raw image retrieval, and Doppler-related acquisition, making it suitable for experimental ultrasound observation and data capture.",多普勒超声探头,表征设备|生命体系|超声成像与多普勒流动监测|多普勒超声探头
